District,RentType,Area,Price,UnitPrice,HouseFloor,BuldFloor,ElevatorFlag,CommunityID,Geometry
ZC,Whole,146,2500,17,M,23,1,447,"23 7m 42.9247s N, 113 35m 14.7039s E"
TH,Whole,68,3500,51,H,8,0,963,"23 7m 15.157s N, 113 21m 27.7334s E"
TH,Whole,68,4300,63,H,9,1,963,"23 7m 15.157s N, 113 21m 27.7334s E"
HZ,Shared,12,1890,157,18,18,1,298,"23 5m 30.2398s N, 113 19m 44.5959s E"
HZ,Whole,70,4600,65,L,11,1,298,"23 5m 30.2398s N, 113 19m 44.5959s E"
HZ,Whole,93,5500,59,M,18,1,298,"23 5m 30.2398s N, 113 19m 44.5959s E"
TH,Whole,61,2600,42,M,11,1,1603,"23 9m 56.1655s N, 113 18m 45.3597s E"
TH,Whole,60,2500,41,M,5,0,1603,"23 9m 56.1655s N, 113 18m 45.3597s E"
PY,Whole,99,3500,35,L,46,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Whole,90,3500,38,H,50,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Whole,95,3200,33,L,50,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Whole,75,3200,42,M,46,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Whole,97,3800,39,H,50,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Shared,11,1390,126,12,46,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Whole,137,4500,32,M,50,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
PY,Whole,96,4000,41,M,46,1,110,"22 56m 57.6644s N, 113 28m 10.5515s E"
LW,Whole,64,2700,42,L,9,0,714,"23 8m 59.8054s N, 113 14m 41.3289s E"
LW,Whole,50,2300,46,M,9,0,714,"23 8m 59.8054s N, 113 14m 41.3289s E"
HD,Whole,42,2500,59,M,12,1,1606,"23 23m 20.0736s N, 113 13m 52.0045s E"
BY,Whole,45,2400,53,M,18,1,547,"23 11m 21.9117s N, 113 15m 40.7888s E"
BY,Whole,30,2100,70,L,17,1,547,"23 11m 21.9117s N, 113 15m 40.7888s E"
BY,Whole,65,3100,47,L,18,1,547,"23 11m 21.9117s N, 113 15m 40.7888s E"
YX,Whole,82,8000,97,L,38,1,1608,"23 7m 19.1797s N, 113 15m 59.0093s E"
ZC,Whole,93,1700,18,H,6,0,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,93,1800,19,H,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,96,4000,41,L,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,99,2000,20,H,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,100,2900,29,H,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,85,1800,21,M,6,0,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,92,1600,17,H,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,97,2100,21,H,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,100,1800,18,L,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,97,2000,20,M,11,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,97,2000,20,M,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
ZC,Whole,100,1800,18,H,18,1,316,"23 8m 35.2905s N, 113 35m 34.2741s E"
HD,Whole,93,2500,26,M,16,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,62,2000,32,M,18,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,45,1600,35,H,16,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,208,8000,38,L,3,0,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,84,2200,26,M,18,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,126,2600,20,L,16,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,92,2300,25,L,18,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,82,1900,23,M,18,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
HD,Whole,93,2500,26,H,18,1,37,"23 27m 37.0145s N, 113 21m 24.8929s E"
TH,Whole,192,20000,104,M,30,1,1611,"23 7m 22.9769s N, 113 18m 49.6635s E"
TH,Whole,135,15000,111,L,30,1,1611,"23 7m 22.9769s N, 113 18m 49.6635s E"
TH,Whole,129,15000,116,L,30,1,1611,"23 7m 22.9769s N, 113 18m 49.6635s E"
TH,Whole,137,14000,102,H,30,1,1611,"23 7m 22.9769s N, 113 18m 49.6635s E"
TH,Shared,10,1750,175,32,36,1,337,"23 8m 38.7673s N, 113 21m 26.8328s E"
TH,Whole,39,3500,89,M,36,1,337,"23 8m 38.7673s N, 113 21m 26.8328s E"
TH,Whole,74,4500,60,M,36,1,337,"23 8m 38.7673s N, 113 21m 26.8328s E"
NS,Whole,125,2500,20,L,27,1,1388,"22 48m 3.7679s N, 113 32m 59.3538s E"
NS,Whole,98,2300,23,M,26,1,1388,"22 48m 3.7679s N, 113 32m 59.3538s E"
NS,Whole,85,2500,29,M,27,1,1388,"22 48m 3.7679s N, 113 32m 59.3538s E"
NS,Whole,84,2000,23,H,27,1,1388,"22 48m 3.7679s N, 113 32m 59.3538s E"
NS,Whole,84,2300,27,L,27,1,1388,"22 48m 3.7679s N, 113 32m 59.3538s E"
NS,Whole,85,1800,21,H,27,1,1388,"22 48m 3.7679s N, 113 32m 59.3538s E"
HD,Whole,100,2400,24,H,11,1,678,"23 26m 48.4887s N, 113 10m 49.8207s E"
PY,Whole,67,5800,86,H,26,0,98,"23 0m 23.8263s N, 113 20m 23.1269s E"
PY,Whole,57,5500,96,H,24,0,98,"23 0m 23.8263s N, 113 20m 23.1269s E"
ZC,Whole,97,1400,14,L,26,0,940,"23 17m 21.1849s N, 113 47m 57.2958s E"
PY,Whole,50,2600,52,M,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,83,4565,55,M,26,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,3500,70,M,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2500,50,H,17,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2800,56,H,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,90,4000,44,H,22,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,60,3200,53,H,26,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,60,3200,53,H,26,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,60,3200,53,M,26,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,60,3200,53,L,26,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,60,3600,60,M,26,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2200,44,M,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2300,46,M,29,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,80,3800,47,L,26,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2500,50,M,17,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,90,4300,47,M,22,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2800,56,M,17,0,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,40,2900,72,H,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,60,3800,63,M,26,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,50,2700,54,M,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
PY,Whole,48,2500,52,L,17,1,258,"22 57m 18.6879s N, 113 21m 0.152388s E"
NS,Whole,118,2500,21,L,17,1,1618,"22 47m 41.0694s N, 113 31m 8.57303s E"
NS,Whole,95,2500,26,M,11,1,1618,"22 47m 41.0694s N, 113 31m 8.57303s E"
PY,Whole,73,2700,36,H,8,0,1619,"22 57m 18.4179s N, 113 21m 38.0966s E"
PY,Whole,109,2600,23,H,8,0,1619,"22 57m 18.4179s N, 113 21m 38.0966s E"
BY,Whole,130,6500,50,L,18,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,98,5000,51,H,12,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,96,4800,50,M,18,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,98,5000,51,H,16,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,125,6500,52,M,16,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,98,5200,53,H,18,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,106,5200,49,M,18,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Shared,16,1590,99,2,15,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,102,4800,47,L,11,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,108,5500,50,M,16,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,78,3300,42,H,16,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,100,6500,65,H,18,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
BY,Whole,85,3500,41,M,16,1,289,"23 14m 4.96984s N, 113 17m 20.1846s E"
YX,Whole,60,3300,55,M,9,1,1101,"23 7m 33.1172s N, 113 15m 7.80078s E"
YX,Whole,65,5200,80,L,8,0,1101,"23 7m 33.1172s N, 113 15m 7.80078s E"
YX,Whole,50,3800,76,L,16,1,1101,"23 7m 33.1172s N, 113 15m 7.80078s E"
HZ,Whole,45,2800,62,M,32,1,232,"23 5m 40.9343s N, 113 17m 3.58159s E"
HZ,Whole,101,5600,55,M,32,1,232,"23 5m 40.9343s N, 113 17m 3.58159s E"
HZ,Whole,68,4800,70,H,32,1,232,"23 5m 40.9343s N, 113 17m 3.58159s E"
HZ,Whole,48,4000,83,L,32,1,232,"23 5m 40.9343s N, 113 17m 3.58159s E"
HZ,Whole,81,4700,58,H,32,1,232,"23 5m 40.9343s N, 113 17m 3.58159s E"
HZ,Whole,88,4800,54,M,32,1,232,"23 5m 40.9343s N, 113 17m 3.58159s E"
HD,Whole,82,2000,24,M,11,1,1019,"23 27m 45.0683s N, 113 21m 8.7095s E"
HD,Whole,130,3500,26,H,11,1,1019,"23 27m 45.0683s N, 113 21m 8.7095s E"
HD,Whole,169,4300,25,L,17,1,1019,"23 27m 45.0683s N, 113 21m 8.7095s E"
HP,Whole,82,3600,43,M,34,1,394,"23 9m 44.9896s N, 113 30m 19.6979s E"
HP,Whole,82,3300,40,H,28,1,394,"23 9m 44.9896s N, 113 30m 19.6979s E"
HP,Whole,113,4800,42,H,34,1,394,"23 9m 44.9896s N, 113 30m 19.6979s E"
HP,Whole,93,4200,45,M,35,1,394,"23 9m 44.9896s N, 113 30m 19.6979s E"
HP,Whole,93,4600,49,H,35,1,394,"23 9m 44.9896s N, 113 30m 19.6979s E"
HZ,Whole,36,2000,55,H,9,0,1625,"23 6m 2.06307s N, 113 20m 0.699548s E"
HZ,Whole,60,3500,58,M,9,0,1625,"23 6m 2.06307s N, 113 20m 0.699548s E"
ZC,Whole,45,1500,33,L,12,1,1108,"23 7m 43.0256s N, 113 35m 37.5519s E"
ZC,Whole,142,2800,19,H,30,1,1108,"23 7m 43.0256s N, 113 35m 37.5519s E"
ZC,Whole,63,1800,28,L,12,1,1108,"23 7m 43.0256s N, 113 35m 37.5519s E"
ZC,Whole,102,2400,23,H,30,1,1108,"23 7m 43.0256s N, 113 35m 37.5519s E"
ZC,Whole,63,1700,26,L,12,1,1108,"23 7m 43.0256s N, 113 35m 37.5519s E"
ZC,Whole,45,1600,35,L,12,1,1108,"23 7m 43.0256s N, 113 35m 37.5519s E"
NS,Whole,51,3000,58,L,30,1,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
NS,Whole,43,2800,65,M,31,0,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
NS,Whole,64,1200,18,M,30,1,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
NS,Whole,120,3000,25,M,30,1,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
NS,Whole,62,2400,38,L,30,0,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
NS,Shared,43,1200,27,M,31,0,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
NS,Whole,45,2700,60,M,31,0,602,"22 47m 42.7903s N, 113 32m 5.89676s E"
TH,Whole,108,9900,91,L,32,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
TH,Whole,107,6500,60,6,32,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
TH,Whole,68,7000,102,M,32,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
TH,Whole,107,6700,62,28,30,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
TH,Whole,107,6700,62,6,30,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
TH,Whole,107,6700,62,5,30,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
TH,Whole,105,6720,64,5,30,1,689,"23 7m 33.3614s N, 113 18m 48.1574s E"
LW,Whole,10,900,90,L,50,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,108,5000,46,H,50,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,67,4960,74,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,70,5500,78,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,71,5330,75,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,3800,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,3800,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,3800,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,46,3600,78,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,3600,72,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,47,3600,76,H,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,46,3600,78,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,3500,70,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,3600,72,M,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,50,4000,80,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,98,5000,51,H,50,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,38,3400,89,L,32,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,140,6800,48,H,50,1,75,"23 7m 48.6389s N, 113 14m 15.6269s E"
TH,Whole,21,2500,119,H,23,1,1630,"23 8m 46.5669s N, 113 19m 43.7096s E"
TH,Whole,71,4800,67,H,23,1,1630,"23 8m 46.5669s N, 113 19m 43.7096s E"
TH,Whole,22,3200,145,H,23,1,1630,"23 8m 46.5669s N, 113 19m 43.7096s E"
YX,Whole,40,2300,57,L,9,0,1631,"23 8m 22.0985s N, 113 17m 22.8605s E"
YX,Whole,60,3400,56,M,9,0,1631,"23 8m 22.0985s N, 113 17m 22.8605s E"
YX,Whole,50,3000,60,M,9,0,1631,"23 8m 22.0985s N, 113 17m 22.8605s E"
YX,Whole,55,3400,61,L,8,0,1631,"23 8m 22.0985s N, 113 17m 22.8605s E"
BY,Whole,94,4000,42,M,18,1,1632,"23 14m 53.148s N, 113 18m 16.1242s E"
BY,Whole,99,3600,36,L,24,1,1632,"23 14m 53.148s N, 113 18m 16.1242s E"
BY,Whole,125,4500,36,L,18,1,1632,"23 14m 53.148s N, 113 18m 16.1242s E"
YX,Whole,68,6500,95,L,37,1,315,"23 8m 9.28826s N, 113 18m 16.1767s E"
YX,Whole,69,6500,94,M,37,1,315,"23 8m 9.28826s N, 113 18m 16.1767s E"
YX,Whole,70,6800,97,L,39,1,315,"23 8m 9.28826s N, 113 18m 16.1767s E"
YX,Whole,78,7000,89,M,37,1,315,"23 8m 9.28826s N, 113 18m 16.1767s E"
YX,Whole,91,7800,85,L,39,1,315,"23 8m 9.28826s N, 113 18m 16.1767s E"
YX,Whole,70,6200,88,H,39,1,315,"23 8m 9.28826s N, 113 18m 16.1767s E"
PY,Whole,112,5200,46,L,30,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,107,5200,48,L,29,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,107,5000,46,L,29,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,197,9000,45,M,32,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,109,5000,45,H,29,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,110,4600,41,L,29,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,107,5000,46,L,29,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
PY,Whole,120,5000,41,M,32,1,64,"23 1m 35.6529s N, 113 22m 37.9878s E"
BY,Whole,95,5500,57,H,32,1,478,"23 14m 20.0883s N, 113 17m 38.1303s E"
BY,Whole,95,5500,57,M,32,1,478,"23 14m 20.0883s N, 113 17m 38.1303s E"
YX,Whole,110,9000,81,H,22,1,1636,"23 8m 14.7169s N, 113 15m 51.5517s E"
YX,Whole,84,6500,77,M,22,1,1636,"23 8m 14.7169s N, 113 15m 51.5517s E"
TH,Whole,58,3700,63,H,8,1,1637,"23 7m 16.4986s N, 113 21m 12.506s E"
TH,Whole,57,3500,61,M,7,0,1637,"23 7m 16.4986s N, 113 21m 12.506s E"
YX,Whole,38,2800,73,H,9,1,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,40,3000,75,H,9,0,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,18,1200,66,H,9,0,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,113,5000,44,M,9,0,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,59,3800,64,H,9,1,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,40,2800,70,L,9,0,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,30,2200,73,H,9,0,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
YX,Whole,58,3800,65,M,9,0,437,"23 7m 27.5832s N, 113 16m 41.5128s E"
ZC,Whole,140,1800,12,H,7,0,1639,"23 6m 34.0426s N, 113 34m 9.66113s E"
ZC,Whole,96,1600,16,M,7,0,1639,"23 6m 34.0426s N, 113 34m 9.66113s E"
YX,Whole,68,3500,51,M,7,0,170,"23 8m 49.7705s N, 113 15m 4.68937s E"
YX,Whole,100,6000,60,H,3,0,170,"23 8m 49.7705s N, 113 15m 4.68937s E"
YX,Whole,38,2200,57,M,6,0,170,"23 8m 49.7705s N, 113 15m 4.68937s E"
YX,Whole,35,2500,71,M,7,0,170,"23 8m 49.7705s N, 113 15m 4.68937s E"
YX,Whole,25,2500,100,M,8,0,170,"23 8m 49.7705s N, 113 15m 4.68937s E"
TH,Whole,15,2600,173,H,31,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Shared,11,2890,262,13,31,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Whole,75,6300,84,M,30,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Whole,78,5700,73,M,30,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Whole,90,5300,58,15,21,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Shared,17,3390,199,27,31,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Whole,76,6800,89,M,30,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
TH,Whole,110,6500,59,H,31,1,537,"23 8m 55.8843s N, 113 19m 14.9393s E"
PY,Whole,96,1100,11,H,16,1,1642,"23 2m 32.4677s N, 113 17m 52.5825s E"
BY,Whole,85,2800,32,M,25,1,1643,"23 9m 17.4857s N, 113 11m 27.829s E"
YX,Whole,81,8800,108,M,31,1,1393,"23 7m 30.7642s N, 113 15m 51.515s E"
YX,Whole,81,8800,108,M,31,1,1393,"23 7m 30.7642s N, 113 15m 51.515s E"
YX,Whole,82,8000,97,H,31,1,1393,"23 7m 30.7642s N, 113 15m 51.515s E"
BY,Whole,91,8000,87,L,18,0,1328,"23 10m 44.2513s N, 113 19m 23.5291s E"
HP,Whole,140,3500,25,H,33,0,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
HP,Whole,92,2200,23,H,30,1,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
HP,Whole,100,2700,27,H,33,0,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
HP,Whole,100,2700,27,H,30,1,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
HP,Whole,43,2200,51,L,19,0,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
HP,Whole,95,2900,30,L,33,1,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
HP,Whole,125,3500,28,M,33,1,1166,"23 19m 30.3949s N, 113 32m 41.7193s E"
BY,Whole,58,2800,48,L,8,0,1647,"23 10m 52.9612s N, 113 19m 9.58551s E"
BY,Whole,43,2200,51,M,8,0,1647,"23 10m 52.9612s N, 113 19m 9.58551s E"
PY,Whole,62,2000,32,M,4,0,1391,"22 54m 11.2761s N, 113 20m 27.3773s E"
BY,Whole,67,4000,59,H,17,1,204,"23 13m 32.0201s N, 113 17m 11.3366s E"
BY,Whole,98,4500,45,M,17,1,204,"23 13m 32.0201s N, 113 17m 11.3366s E"
BY,Whole,68,3600,52,L,18,1,204,"23 13m 32.0201s N, 113 17m 11.3366s E"
BY,Whole,71,4000,56,H,17,1,204,"23 13m 32.0201s N, 113 17m 11.3366s E"
NS,Whole,108,2500,23,M,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,84,2000,23,H,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,108,3000,27,L,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,122,2500,20,L,30,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,88,1700,19,H,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,88,2200,25,L,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,90,2100,23,H,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,98,2700,27,M,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
NS,Whole,88,2500,28,H,33,0,430,"22 49m 19.0883s N, 113 32m 18.965s E"
HZ,Whole,60,3200,53,M,8,1,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,58,3000,51,H,9,0,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,60,3500,58,M,9,0,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Shared,7,1330,190,10,14,1,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,56,3000,53,L,9,0,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,35,3000,85,H,15,1,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,56,2900,51,L,9,0,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,63,4100,65,M,15,1,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,63,3300,52,M,15,1,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,57,2800,49,H,9,0,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
HZ,Whole,86,4500,52,M,9,0,222,"23 4m 17.8287s N, 113 17m 11.1115s E"
BY,Whole,76,3500,46,L,25,1,50,"23 10m 36.1323s N, 113 12m 13.0484s E"
BY,Whole,90,3500,38,L,26,1,50,"23 10m 36.1323s N, 113 12m 13.0484s E"
BY,Whole,94,4000,42,L,26,1,50,"23 10m 36.1323s N, 113 12m 13.0484s E"
BY,Whole,94,4000,42,H,26,1,50,"23 10m 36.1323s N, 113 12m 13.0484s E"
BY,Whole,92,3500,38,H,26,1,50,"23 10m 36.1323s N, 113 12m 13.0484s E"
BY,Whole,89,3500,39,H,26,1,50,"23 10m 36.1323s N, 113 12m 13.0484s E"
TH,Whole,98,13800,140,M,45,1,11,"23 7m 28.3448s N, 113 18m 40.3504s E"
TH,Whole,250,36800,147,19,42,1,11,"23 7m 28.3448s N, 113 18m 40.3504s E"
TH,Whole,119,11780,98,H,45,1,11,"23 7m 28.3448s N, 113 18m 40.3504s E"
TH,Whole,90,12000,133,M,45,1,11,"23 7m 28.3448s N, 113 18m 40.3504s E"
TH,Whole,98,11779,120,36,45,1,11,"23 7m 28.3448s N, 113 18m 40.3504s E"
TH,Whole,61,5900,96,H,38,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Shared,12,2460,205,8,40,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Shared,12,2430,202,8,40,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,45,4500,100,M,38,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,37,5000,135,L,40,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,74,6200,83,M,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,92,6900,75,12,16,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,111,13000,117,M,38,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,50,6800,136,H,38,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,46,2000,43,M,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,62,5600,90,M,13,0,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,68,4880,71,12,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,55,5600,101,L,42,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
TH,Whole,38,4000,105,H,44,1,323,"23 7m 46.2905s N, 113 18m 32.4086s E"
