District,RentType,Area,Price,UnitPrice,HouseFloor,BuldFloor,ElevatorFlag,CommunityID,Geometry
BY,Whole,60,4100,68,14,22,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,60,4000,66,14,20,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,55,5000,90,M,22,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,2800,68,M,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,40,3100,77,M,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,2600,63,M,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,63,3900,61,14,31,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
BY,Whole,41,2800,68,M,25,1,354,"23 12m 1.16989s N, 113 19m 13.8274s E"
LW,Whole,100,20000,200,L,3,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,50,4000,80,H,3,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,32,2600,81,M,9,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,25,1500,60,H,9,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,35,2700,77,H,9,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,70,3500,50,M,9,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,47,2200,46,H,6,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
LW,Whole,55,2900,52,M,8,0,152,"23 7m 54.4745s N, 113 14m 50.3373s E"
PY,Whole,160,5200,32,H,5,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,110,4500,40,M,6,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Shared,10,1390,139,5,6,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,83,4000,48,M,4,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,78,4000,51,M,6,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,330,7600,23,H,11,1,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,86,3500,40,M,5,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,111,4000,36,H,6,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,178,6500,36,L,28,1,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,105,4000,38,H,6,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Shared,11,1430,130,3,6,0,22,"22 59m 20.1727s N, 113 18m 57.8086s E"
PY,Whole,66,3000,45,H,32,1,694,"22 57m 28.8339s N, 113 21m 11.8272s E"
PY,Whole,66,2500,37,H,32,1,694,"22 57m 28.8339s N, 113 21m 11.8272s E"
PY,Whole,83,3200,38,M,32,1,694,"22 57m 28.8339s N, 113 21m 11.8272s E"
PY,Whole,66,2600,39,H,32,1,694,"22 57m 28.8339s N, 113 21m 11.8272s E"
PY,Whole,84,3200,38,M,32,1,694,"22 57m 28.8339s N, 113 21m 11.8272s E"
BY,Whole,56,1800,32,H,3,0,1511,"23 12m 11.1819s N, 113 19m 13.6112s E"
BY,Whole,121,5000,41,H,25,1,272,"23 10m 8.00868s N, 113 12m 3.53899s E"
BY,Whole,103,4700,45,M,25,1,272,"23 10m 8.00868s N, 113 12m 3.53899s E"
NS,Whole,87,1800,20,M,33,0,1513,"22 50m 20.8091s N, 113 20m 43.0801s E"
NS,Whole,87,1800,20,M,33,0,1513,"22 50m 20.8091s N, 113 20m 43.0801s E"
NS,Whole,105,2800,26,M,32,0,1513,"22 50m 20.8091s N, 113 20m 43.0801s E"
NS,Whole,106,2800,26,L,32,0,1513,"22 50m 20.8091s N, 113 20m 43.0801s E"
ZC,Whole,182,2600,14,L,24,1,253,"23 7m 56.3451s N, 113 35m 54.0901s E"
ZC,Whole,87,900,10,H,21,1,253,"23 7m 56.3451s N, 113 35m 54.0901s E"
ZC,Whole,118,2500,21,M,26,1,253,"23 7m 56.3451s N, 113 35m 54.0901s E"
ZC,Whole,86,1700,19,M,21,1,253,"23 7m 56.3451s N, 113 35m 54.0901s E"
ZC,Whole,87,1800,20,H,26,1,253,"23 7m 56.3451s N, 113 35m 54.0901s E"
PY,Whole,76,2200,28,H,8,0,1515,"23 1m 48.3111s N, 113 18m 29.3211s E"
PY,Whole,88,2500,28,M,8,0,1515,"23 1m 48.3111s N, 113 18m 29.3211s E"
HZ,Whole,52,6000,115,H,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,52,2800,53,M,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,52,5800,111,M,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,52,5500,105,L,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,52,2800,53,L,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,42,2500,59,H,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,76,9000,118,M,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
HZ,Whole,52,3000,57,L,34,1,10,"23 4m 41.9173s N, 113 15m 29.0997s E"
PY,Whole,117,5300,45,H,24,1,266,"23 1m 50.975s N, 113 19m 15.8734s E"
PY,Whole,125,5000,40,L,28,1,266,"23 1m 50.975s N, 113 19m 15.8734s E"
PY,Whole,117,4800,41,M,28,1,266,"23 1m 50.975s N, 113 19m 15.8734s E"
PY,Whole,150,6500,43,H,28,1,266,"23 1m 50.975s N, 113 19m 15.8734s E"
PY,Whole,106,5000,47,M,28,1,266,"23 1m 50.975s N, 113 19m 15.8734s E"
TH,Shared,18,2700,150,5,29,1,1518,"23 7m 39.0063s N, 113 19m 53.7304s E"
TH,Whole,40,3000,75,H,29,0,1518,"23 7m 39.0063s N, 113 19m 53.7304s E"
TH,Shared,8,1500,187,11,19,1,1518,"23 7m 39.0063s N, 113 19m 53.7304s E"
TH,Shared,9,1700,188,10,29,0,1518,"23 7m 39.0063s N, 113 19m 53.7304s E"
HZ,Whole,93,5900,63,H,32,1,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,34,2300,67,L,9,0,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,52,3100,59,L,9,0,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,20,1500,75,M,9,0,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,30,2500,83,L,9,0,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,67,3500,52,L,31,1,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,105,4800,45,M,23,1,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Shared,14,2430,173,23,32,1,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,61,3300,54,M,9,0,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
HZ,Whole,35,2000,57,L,9,0,381,"23 4m 21.3856s N, 113 17m 18.1174s E"
PY,Whole,75,2400,32,M,7,0,862,"22 56m 46.0434s N, 113 20m 59.7413s E"
PY,Whole,99,3500,35,M,7,0,862,"22 56m 46.0434s N, 113 20m 59.7413s E"
YX,Whole,15,1500,100,M,4,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,25,2200,88,L,4,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,25,2300,92,M,7,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,40,2700,67,L,2,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,35,3500,100,M,7,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,50,4000,80,H,9,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,72,4200,58,H,6,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,50,3600,72,L,9,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
YX,Whole,50,3100,62,M,9,0,412,"23 7m 30.5022s N, 113 16m 12.6522s E"
HD,Whole,108,2400,22,H,17,1,1522,"23 23m 50.5166s N, 113 9m 32.5885s E"
TH,Whole,80,3500,43,M,9,0,1523,"23 8m 23.65s N, 113 21m 19.8687s E"
HD,Whole,70,1200,17,H,6,0,1524,"23 23m 7.50697s N, 113 12m 10.2069s E"
HD,Whole,72,1600,22,L,7,0,1524,"23 23m 7.50697s N, 113 12m 10.2069s E"
HD,Whole,52,1500,28,H,6,0,1524,"23 23m 7.50697s N, 113 12m 10.2069s E"
HD,Whole,83,2400,28,H,26,1,1249,"23 22m 40.7478s N, 113 9m 31.4356s E"
HD,Whole,113,2600,23,M,18,1,1249,"23 22m 40.7478s N, 113 9m 31.4356s E"
ZC,Whole,78,2200,28,L,13,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,47,1800,38,L,11,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,75,2000,26,L,18,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,42,1300,30,L,18,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,76,2100,27,M,18,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,76,2500,32,M,32,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,121,3000,24,M,32,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,120,2500,20,M,18,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,76,2600,34,M,32,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,120,2500,20,L,32,1,51,"23 7m 32.8403s N, 113 35m 20.0659s E"
ZC,Whole,62,1800,29,H,11,1,1527,"23 7m 59.071s N, 113 36m 44.349s E"
LW,Whole,60,3200,53,M,10,0,1346,"23 7m 41.322s N, 113 13m 49.4056s E"
LW,Whole,65,3000,46,H,9,0,1346,"23 7m 41.322s N, 113 13m 49.4056s E"
LW,Whole,143,4500,31,L,9,0,1346,"23 7m 41.322s N, 113 13m 49.4056s E"
TH,Whole,62,4091,65,L,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,46,4100,89,M,15,0,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,46,2800,60,H,15,0,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,71,4261,60,L,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,62,4270,68,M,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,60,4075,67,M,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,60,4029,67,H,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,60,4029,67,H,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,57,4800,84,M,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,66,4300,65,M,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,46,4500,97,L,15,0,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,68,4500,66,M,15,1,365,"23 10m 38.8954s N, 113 19m 50.5495s E"
BY,Whole,66,3500,53,L,15,1,563,"23 10m 55.258s N, 113 15m 5.05169s E"
BY,Whole,80,3700,46,L,15,1,563,"23 10m 55.258s N, 113 15m 5.05169s E"
BY,Whole,64,3500,54,M,15,1,563,"23 10m 55.258s N, 113 15m 5.05169s E"
HD,Whole,100,2200,22,M,8,0,1531,"23 23m 13.9734s N, 113 13m 22.6743s E"
PY,Whole,97,3200,32,M,11,1,949,"22 56m 56.5408s N, 113 28m 45.5795s E"
HZ,Whole,37,2500,67,L,9,0,980,"23 6m 20.2023s N, 113 17m 16.934s E"
HZ,Whole,97,4200,43,H,9,0,980,"23 6m 20.2023s N, 113 17m 16.934s E"
HZ,Whole,69,4500,65,L,9,0,980,"23 6m 20.2023s N, 113 17m 16.934s E"
HZ,Whole,65,4000,61,H,9,0,980,"23 6m 20.2023s N, 113 17m 16.934s E"
HZ,Whole,33,2600,78,L,9,0,980,"23 6m 20.2023s N, 113 17m 16.934s E"
HZ,Whole,64,3400,53,M,9,0,980,"23 6m 20.2023s N, 113 17m 16.934s E"
YX,Whole,30,2700,90,L,6,0,333,"23 7m 26.8298s N, 113 17m 5.05206s E"
YX,Whole,55,4000,72,M,9,0,333,"23 7m 26.8298s N, 113 17m 5.05206s E"
YX,Whole,30,1400,46,H,9,0,333,"23 7m 26.8298s N, 113 17m 5.05206s E"
YX,Whole,59,4000,67,H,8,0,333,"23 7m 26.8298s N, 113 17m 5.05206s E"
TH,Whole,65,10000,153,L,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,64,8500,132,M,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,60,10000,166,M,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,63,9300,147,L,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,61,12000,196,H,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,64,11000,171,L,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,64,10000,156,L,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,60,9500,158,M,25,1,80,"23 7m 5.11646s N, 113 19m 26.648s E"
TH,Whole,75,4500,60,M,9,0,68,"23 9m 22.9958s N, 113 19m 30.3175s E"
TH,Whole,108,5600,51,H,15,1,68,"23 9m 22.9958s N, 113 19m 30.3175s E"
TH,Whole,95,5000,52,M,20,1,68,"23 9m 22.9958s N, 113 19m 30.3175s E"
TH,Whole,55,3000,54,H,9,0,68,"23 9m 22.9958s N, 113 19m 30.3175s E"
HZ,Whole,94,6000,63,L,46,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,38,5400,142,H,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,41,2500,60,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,40,2800,70,L,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,38,5000,131,L,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,50,5800,116,H,30,0,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,41,2500,60,H,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,50,3000,60,H,30,0,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,90,5000,55,L,30,0,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,80,6000,75,M,50,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,50,3000,60,M,30,0,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,52,2800,53,H,30,0,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,40,2800,70,L,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,38,2800,73,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,38,4900,128,H,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,40,4200,105,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,37,5000,135,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,42,5000,119,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,42,4777,113,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Shared,38,2500,65,H,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,38,2150,56,L,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,50,5000,100,M,30,0,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,42,2400,57,M,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
HZ,Whole,40,4200,105,8,27,1,207,"23 4m 36.4039s N, 113 15m 40.1072s E"
PY,Whole,100,4200,42,H,8,0,961,"23 0m 19.4795s N, 113 20m 57.0354s E"
PY,Whole,110,4500,40,M,8,1,961,"23 0m 19.4795s N, 113 20m 57.0354s E"
PY,Whole,135,6500,48,H,8,1,961,"23 0m 19.4795s N, 113 20m 57.0354s E"
PY,Whole,167,4000,23,H,18,1,646,"22 58m 24.7415s N, 113 28m 38.8267s E"
TH,Whole,124,7500,60,L,30,1,257,"23 8m 46.5476s N, 113 25m 19.7221s E"
TH,Whole,124,5500,44,M,33,0,257,"23 8m 46.5476s N, 113 25m 19.7221s E"
TH,Whole,124,5500,44,L,26,1,257,"23 8m 46.5476s N, 113 25m 19.7221s E"
ZC,Whole,120,2300,19,L,13,0,1541,"23 11m 19.2314s N, 113 45m 50.1546s E"
ZC,Whole,80,1100,13,H,2,0,1541,"23 11m 19.2314s N, 113 45m 50.1546s E"
BY,Whole,40,2800,70,H,6,1,153,"23 19m 55.9209s N, 113 13m 26.572s E"
BY,Whole,40,2800,70,H,6,1,153,"23 19m 55.9209s N, 113 13m 26.572s E"
BY,Whole,40,2800,70,H,6,1,153,"23 19m 55.9209s N, 113 13m 26.572s E"
BY,Whole,30,1800,60,H,6,1,153,"23 19m 55.9209s N, 113 13m 26.572s E"
TH,Whole,75,5500,73,H,8,0,1327,"23 8m 25.9281s N, 113 19m 32.8649s E"
TH,Whole,60,10000,166,L,8,0,1327,"23 8m 25.9281s N, 113 19m 32.8649s E"
NS,Whole,118,2100,17,M,26,1,469,"22 44m 43.0298s N, 113 34m 41.2769s E"
NS,Whole,143,1800,12,H,25,1,469,"22 44m 43.0298s N, 113 34m 41.2769s E"
NS,Whole,119,2300,19,L,32,1,469,"22 44m 43.0298s N, 113 34m 41.2769s E"
NS,Whole,118,1600,13,M,32,1,469,"22 44m 43.0298s N, 113 34m 41.2769s E"
NS,Whole,137,2000,14,L,18,1,469,"22 44m 43.0298s N, 113 34m 41.2769s E"
HZ,Whole,81,5200,64,H,19,1,766,"23 5m 37.4364s N, 113 17m 15.1072s E"
HZ,Whole,75,3200,42,H,9,0,718,"23 5m 18.8598s N, 113 15m 58.9922s E"
HZ,Whole,50,3500,70,M,10,1,718,"23 5m 18.8598s N, 113 15m 58.9922s E"
HZ,Whole,30,1700,56,L,1,0,718,"23 5m 18.8598s N, 113 15m 58.9922s E"
BY,Whole,50,2600,52,H,15,1,1224,"23 10m 18.6056s N, 113 15m 7.35776s E"
BY,Whole,85,2870,33,8,22,1,1224,"23 10m 18.6056s N, 113 15m 7.35776s E"
BY,Whole,58,2400,41,H,15,1,1224,"23 10m 18.6056s N, 113 15m 7.35776s E"
TH,Whole,80,5000,62,H,7,1,598,"23 7m 22.353s N, 113 21m 19.4021s E"
BY,Whole,40,2600,65,L,9,0,1138,"23 12m 27.7555s N, 113 15m 51.3943s E"
BY,Whole,50,2200,44,M,9,0,1138,"23 12m 27.7555s N, 113 15m 51.3943s E"
BY,Whole,61,2500,40,H,9,0,1138,"23 12m 27.7555s N, 113 15m 51.3943s E"
BY,Whole,46,2000,43,M,9,0,1138,"23 12m 27.7555s N, 113 15m 51.3943s E"
LW,Whole,47,1500,31,H,9,0,1550,"23 5m 37.8679s N, 113 13m 24.1941s E"
LW,Whole,131,7500,57,H,32,1,477,"23 7m 3.29962s N, 113 14m 31.5827s E"
TH,Whole,94,9800,104,H,35,1,1552,"23 7m 13.4022s N, 113 19m 8.51897s E"
TH,Whole,98,10000,102,L,35,1,1552,"23 7m 13.4022s N, 113 19m 8.51897s E"
HZ,Whole,64,4300,67,M,28,1,1553,"23 6m 11.1048s N, 113 16m 56.9572s E"
HZ,Whole,64,4000,62,M,28,1,1553,"23 6m 11.1048s N, 113 16m 56.9572s E"
HZ,Whole,64,4000,62,M,28,1,1553,"23 6m 11.1048s N, 113 16m 56.9572s E"
TH,Whole,85,5000,58,L,9,1,1554,"23 10m 8.52617s N, 113 18m 55.5302s E"
TH,Whole,118,6800,57,L,9,1,1554,"23 10m 8.52617s N, 113 18m 55.5302s E"
TH,Whole,47,4500,95,L,15,0,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,62,4091,65,L,15,0,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,62,4300,69,M,15,0,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,70,4261,60,L,15,0,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,59,4029,68,H,15,0,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,62,3802,61,L,15,0,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,46,3800,82,L,19,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,56,3600,64,H,15,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,72,5400,75,H,19,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,46,4130,89,6,15,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,61,4160,68,7,15,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Shared,8,1730,216,15,19,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,60,3990,66,H,15,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,100,6600,66,L,19,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
TH,Whole,50,4500,90,M,19,1,339,"23 10m 38.8954s N, 113 19m 50.5495s E"
BY,Whole,68,3000,44,M,15,1,1556,"23 9m 49.6634s N, 113 13m 51.5764s E"
BY,Whole,60,1500,25,H,9,0,1557,"23 10m 35.0341s N, 113 13m 45.3592s E"
YX,Whole,70,4500,64,M,23,1,1558,"23 7m 19.884s N, 113 16m 11.1783s E"
HP,Whole,54,2000,37,L,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,25,1000,40,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,2400,44,L,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,68,2600,38,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,58,3000,51,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,3000,55,L,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,3200,59,L,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,3200,59,L,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,3000,55,L,16,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,102,2800,27,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,3300,61,H,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,59,2300,38,L,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,50,1600,32,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,30,1500,50,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,30,1650,55,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,30,2000,66,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,30,2500,83,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,20,2000,100,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,20,2000,100,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,45,2000,44,M,18,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,30,1800,60,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,102,2300,22,M,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,20,1400,70,H,19,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,20,1400,70,H,16,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,3200,59,M,16,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
HP,Whole,54,2000,37,H,16,1,276,"23 11m 38.0167s N, 113 28m 36.4325s E"
YX,Whole,65,2300,35,M,4,0,859,"23 8m 52.1895s N, 113 16m 47.9146s E"
TH,Whole,132,6000,45,L,31,1,1561,"23 8m 0.597863s N, 113 21m 21.9368s E"
TH,Whole,107,6600,61,L,31,1,1561,"23 8m 0.597863s N, 113 21m 21.9368s E"
BY,Whole,72,3300,45,H,9,0,1562,"23 10m 59.5943s N, 113 15m 6.268s E"
BY,Whole,69,4000,57,H,25,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,95,4000,42,H,19,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,92,4100,44,4,25,,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,103,4800,46,H,25,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,84,4500,53,M,25,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,56,3100,55,L,11,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Shared,11,1530,139,8,25,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,103,4500,43,M,25,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,46,3000,65,M,11,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
BY,Whole,46,3000,65,H,11,1,396,"23 9m 34.4182s N, 113 12m 24.3442s E"
NS,Whole,97,3300,34,H,25,1,168,"22 47m 58.1968s N, 113 30m 56.4671s E"
NS,Whole,97,2500,25,M,25,1,168,"22 47m 58.1968s N, 113 30m 56.4671s E"
NS,Whole,87,2500,28,M,17,1,168,"22 47m 58.1968s N, 113 30m 56.4671s E"
NS,Whole,66,2300,34,H,23,1,168,"22 47m 58.1968s N, 113 30m 56.4671s E"
HD,Whole,88,1800,20,H,9,0,1565,"23 23m 59.0185s N, 113 12m 38.161s E"
TH,Whole,123,5500,44,M,17,1,1566,"23 8m 11.4625s N, 113 22m 11.7864s E"
LW,Whole,75,4500,60,L,31,1,626,"23 7m 37.9726s N, 113 13m 24.6076s E"
LW,Whole,75,3800,50,H,28,1,626,"23 7m 37.9726s N, 113 13m 24.6076s E"
LW,Shared,8,1560,195,12,28,1,626,"23 7m 37.9726s N, 113 13m 24.6076s E"
TH,Whole,63,5000,79,L,32,1,178,"23 8m 56.5305s N, 113 19m 27.1686s E"
TH,Whole,47,4800,102,H,32,1,178,"23 8m 56.5305s N, 113 19m 27.1686s E"
TH,Whole,73,6300,86,H,32,1,178,"23 8m 56.5305s N, 113 19m 27.1686s E"
TH,Whole,45,4500,100,H,32,1,178,"23 8m 56.5305s N, 113 19m 27.1686s E"
TH,Whole,62,5600,90,H,32,1,178,"23 8m 56.5305s N, 113 19m 27.1686s E"
TH,Whole,48,4500,93,H,32,1,178,"23 8m 56.5305s N, 113 19m 27.1686s E"
